category,dates,description,title,avail seats,section,section status,days,times,credits,requires consent,instructor,room
French,01/24/2017 - 05/02/2017, 4 sem. hrs. Prereq.: FREN 245 or consent of the instructor. Studies culture and offers insights about the French and the increasingly diverse influences that define them as a people. Recent topics have included 'Growing Up French' and 'Urban Encounters: Filming Paris.' Staff. , FREN 314 - Topics in French Cinema ,6,01,Open,Tuesday,11:00AM-01:50PM,4.00,No,Eduardo A. Febles,N/A
French,01/18/2017 - 05/08/2017," 4 sem. hrs. Prereq.: Consent of the instructor. Directed study addresses coursework required for the major or degree not being offered formally that semester. Students work under the close supervision of a faculty member. Consent is required for a directed study, which does not count toward the independent learning requirement. Staff. ", FREN 349 - Directed Study ,18,01,Open,N/A,N/A,4.00,Yes,TBA,N/A
French,01/18/2017 - 05/08/2017, 4 sem. hrs. Prereq.: Consent of the instructor. Staff. , FREN 350 - Independent Study ,18,01,Open,N/A,N/A,4.00,Yes,TBA,N/A
French,01/18/2017 - 05/08/2017, 4 sem. hrs. Prereq.: Consent of the instructor. Staff. , FREN 355 - Thesis ,18,01,Open,N/A,N/A,4.00,Yes,TBA,N/A
Gender Cultural Studies,01/19/2017 - 05/04/2017," Prereq.: GCS 403 or consent of the instructor. An intensive reading seminar, intended to provide an introduction to the theoretical debates regarding the study of culture that have taken place in the last 20 years. Explores theories of nations, publics, and identities. Considers a number of theorists including Bourdieu, Haberman, Foucault, Hall, and Butler. Bergland, Puri. (Also listed as GEDUC 430 and SPAN 430.) ", GCS 430 - Cultural Theory ,25,01,Open,Thursday,06:00PM-08:50PM,4.00,Yes,"Leonard, Sarah",N/A
Gender Cultural Studies,01/18/2017 - 05/08/2017," Prereq.: Consent of the program director. Offers an opportunity to complete research, internship, or fieldwork projects related to the GCS program. Requires consent of a supervising faculty member; approval of the program director; and a brief proposal outlining the focus, purpose, and projected outcome, to be submitted to the program director during the semester prior to registration. May not be taken more than twice. Staff. ", GCS 450 - Independent Study ,25,01,Open,N/A,N/A,2.00,Yes,Jo Trigilio,N/A
Gender Cultural Studies,01/18/2017 - 05/08/2017, Prereq.: Consent of the program director. Involves a year-long independent research and writing project culminating in a paper of approximately 60-80 pages under the supervision of one reader with expertise in the subject area. Requires permission from the GCS director and advisory board and a proposal approved during the semester before the course is taken. Staff. , GCS 455 - Thesis ,25,01,Open,N/A,N/A,4.00,Yes,Jo Trigilio,N/A
Gender Cultural Studies,01/18/2017 - 05/08/2017, , GCS 455A - Thesis Extension ,25,01,Open,N/A,N/A,0.00,Yes,Jo Trigilio,N/A
Gender Cultural Studies,01/18/2017 - 05/08/2017," Involves a research and writing project culminating in a paper of substantial length (30-40 pages) that may include an exhibit, film, media presentation, etc. Entails integration of materials relevant to the students specialization. Requires a proposal approved during the semester before the course is taken. Staff. ", GCS 460 - Project ,25,01,Open,N/A,N/A,4.00,Yes,Jo Trigilio,N/A
Gender Cultural Studies,01/18/2017 - 05/08/2017, , GCS 460A - Master's Project Extension ,25,01,Open,N/A,N/A,0.00,Yes,Jo Trigilio,N/A
Gender Cultural Studies,01/23/2017 - 05/08/2017, , GCS 465G - Grad. Consortium of Wom. Studs. ,25,01,Open,Monday,06:00PM-09:00PM,4.00,Yes,Jo Trigilio,N/A
Gender Cultural Studies,01/18/2017 - 05/03/2017, , GCS 466G - Grad. Consortium of Wom. Studs. ,25,01,Open,Wednesday,01:30PM-04:30PM,4.00,Yes,Jo Trigilio,N/A
Gender Cultural Studies,01/18/2017 - 05/03/2017," Peace Keeping operations involving both military and civilian personnel have been deployed in a number of countries such as Bosnia, Kosovo, East Timor and Afghanistan. These interventions have come about following intense levels of violence, breakdown in law and order, systems of governance and social systems as well as violations of human rights. This course is designed to review the phenomena of conflict, forced migration and militarization from a gender perspective to highlight the policy and operational implications that arise from this analysis. The gendered nature of conflict and intervention will be explored from a multi-disciplinary framework involving anthropology, sociology, policy analysis, philosophy and the arts. Presenters will utilize literature, poetry, film, witness testimonies from the field, ethnographic narratives and other resources to explore the complex ways in which women and men experience, manage and respond to violence and situations of protracted crisis. ", GCS 467G - Grad. Consortium of Wom. Studs. ,25,01,Open,Wednesday,05:00PM-08:00PM,4.00,Yes,Jo Trigilio,N/A
Gender Cultural Studies,01/18/2017 - 05/08/2017," Offers students a work experience of five to ten hours per week under the direction of a workplace supervisor and a Simmons advisor. Serves as a source of information for inquiry and research. Culminates in a final paper of 20-30 pages that studies and analyzes an aspect of the work experience or site (e.g., an institutional ethnography). Requires a proposal approved during the semester prior to the internship. Staff. ", GCS 470 - Internship ,25,01,Open,N/A,N/A,4.00,Yes,Jo Trigilio,N/A
Gender Cultural Studies,01/18/2017 - 05/08/2017, Offers an opportunity to conduct field research for five to ten hours per week under the direction of a Simmons advisor. Involves gathering empirical information for a study of approximately 20-30 pages. Requires a proposal approved during the semester prior to the fieldwork and may require approval from the institutional review board for research involving human subjects. Staff. , GCS 480 - Gender/Cultural Fieldwork ,25,01,Open,N/A,N/A,4.00,Yes,Jo Trigilio,N/A
Grad General Educ,01/09/2017 - 05/08/2017," Develops integrated curriculum units and explores different models of curriculum design, lesson plans, and interdisciplinary teaching; teaches strategies to modify curriculum to accommodate different developmental levels and learning styles; and addresses issues of classroom management and parent communication. Develops appropriate assessment and evaluation procedures, measuring student progress. Requires practicum placement. Cunnion, Davidson, Johnson. ", GEDUC 401 - Practicum Seminar: Elementary ,20,01,Open,Monday,04:30PM-07:20PM,4.00,No,Ms. Ellen M. Davidson,N/A
Grad General Educ,01/09/2017 - 05/08/2017," Analyzes the structure and organization of middle and high schools and considers models of effective classroom management. Discusses methods of individualizing pedagogy; planning and implementing curricula; assessing student performance; and making best use of parents, colleagues, community organizations, and administrators. Uses case studies and role-play exercises, many from internship experiences. Requires a practicum placement. McKenna, Rocci, Rooney. ", GEDUC 402 - Practicum Seminar Middle/High ,20,01,Open,Monday,04:30PM-07:20PM,4.00,No,Abdi Ali,N/A
Grad General Educ,01/09/2017 - 05/08/2017, , GEDUC 403 - High School Internship Practicum Seminar In Teaching & Learning ,20,01,Open,Monday,04:30PM-07:20PM,4.00,No,Abdi Ali,N/A
Grad General Educ,01/09/2017 - 05/08/2017, , GEDUC 404 - Middle School Practicum Seminar in Teaching & Learning ,20,01,Open,Monday,04:30PM-07:20PM,4.00,No,Abdi Ali,N/A
Grad General Educ,01/09/2017 - 05/08/2017, , GEDUC 405 - High School Practicum Seminar In Teaching & Learning ,20,01,Open,Monday,04:30PM-07:20PM,4.00,No,Abdi Ali,N/A
Grad General Educ,01/24/2017 - 05/02/2017," Examines the implications of psychology for teaching children and adolescents, emphasizing cognitive, social, and emotional development. Also covers learning styles, motivation, assessment, and evaluation. Requires individual presentations and papers that emphasize integration of students educational experiences, theory, and practice. Cunnion, Shwedel. ", GEDUC 445 - Educational Psychology ,11,01,Open,Tuesday,06:00PM-08:50PM,4.00,No,Daren Graves,N/A
Grad General Educ,01/19/2017 - 05/04/2017," 4 sem. hrs. Prereq.: EDUC 156 and consent of the department. Not open to first-year students. Examines a variety of teaching strategies applicable to students in heterogeneous classrooms: techniques to individualize instruction and promote mastery learning; development of cooperative learning strategies; and consideration of specific classroom and behavior management procedures. Requires fieldwork. Bettencourt, Dean, Nam. ", GEDUC 460 - Teaching Strategies for the Inclusive Classroom ,16,01,Open,Thursday,06:00PM-08:50PM,4.00,No,Kristin Nelson,N/A
Grad General Educ,01/18/2017 - 05/03/2017," 4 sem. hrs. Prereq.: Stage I. Considers methods and materials for elementary curriculum in social studies, science, music, and art, emphasizing the unit approach to curriculum organization.Incorporates audiovisual materials. Examines experimental models and techniques of observation. Requires field experience in an inclusive classroom or a museum setting. Cormier. "," GEDUC 461 - Social Studies, Science & the Arts For the Elementary Classroom ",12,01,Open,Wednesday,06:00PM-08:50PM,4.00,No,Mr. Charles B. Cormier,N/A
Grad General Educ,01/18/2017 - 05/08/2017," Prereq.: Consent of the department. Assigns supervised teaching responsibilities in a world language classroom. Involves planning and implementing daily class lessons for at least 150 hours of direct teaching, as well as development of curriculum materials and demonstrated service to a student who falls short of classroom instructional objectives. Requires papers, attendance at seminars, and documentation of a minimum of 135 hours of direct instruction. Chumley, Guttentag. ", GEDUC 479 - Practicum: World Language 5-12 ,20,01,Open,N/A,N/A,4.00,No,"Ms. Ellen M. Davidson, Kristin Nelson",N/A
Grad General Educ,01/24/2017 - 05/02/2017," Prereq.: Consent of the department. Assigns supervised teaching responsibilities in an inclusive classroom at the first-grade to sixth-grade level. Involves demonstrating effective classroom management procedures, implementing daily class lessons, developing long-range curriculum materials, and demonstrating effectiveness in serving students who are below the expected classroom instructional level. Requires documentation of a minimum of 135 hours of direct instructional time. Guttentag. ", GEDUC 480 - Practicum: Elementary Education (1-6) ,20,02,Open,Tuesday,06:00PM-08:50PM,4.00,No,Janet L. Chumley,N/A
Grad General Educ,01/18/2017 - 05/08/2017," . Prereq.: Consent of the department. Assigns supervised teaching responsibilities in an inclusive classroom at the fifth grade to ninth grade level. Involves demonstrating effective classroom management procedures, implementing daily class lessons, developing long-range curriculum materials, and demonstrating effectiveness in serving students who are below the expected classroom instructional level. Requires documentation of a minimum of 135 hours of direct instructional time. Rocci. ", GEDUC 481 - Practicum: Middle School (5-8) ,20,01,Open,N/A,N/A,4.00,No,"Ms. Ellen M. Davidson, Kristin Nelson",N/A
Grad General Educ,01/18/2017 - 05/08/2017," Assigns supervised teaching responsibilities in an inclusive classroom at the ninth grade to twelfth grade level. Involves demonstrating effective classroom management procedures, implementing daily class lessons, developing long-range curriculum materials, and demonstrating effectiveness in serving students who are below the expected classroom instructional level. Requires documentation of a minimum of 135 hours of direct instructional time. ", GEDUC 482 - Practicum: High School (8-12) ,20,01,Open,N/A,N/A,4.00,No,"Ms. Ellen M. Davidson, Kristin Nelson",N/A
MBA,01/30/2017 - 05/08/2017," This course explores macroeconomics, money and banking, and international trade and finance in applied settings, including countries and businesses. The course begins by reviewing monetary and fiscal policy and their impact on economic performance and continues with coverage of basic international economic concepts. The concepts discussed include: GDP components, their real world referents and their relationship to key macroeconomic variables; the theory of comparative advantage from trade; balance of payments categories, their real world referents and their relationship to key macroeconomic variables; and exchange rates and their determinants in the arenas of international trade and international finance. The second part of the course examines how business leaders might use basic international economic concepts, and familiarity with foreign countries and regions, to help their decision making. In the final section of the course, students consolidate their grasp of international and macroeconomic analysis by developing a regional growth forecast and examining its impact on a particular corporation. "," GSM 412 - Business,Gov, Global Economy ",39,01,Open,Monday Saturday,06:00PM-08:50PM 09:30AM-02:00PM,3.00,No,Jane Hughes,N/A N/A
MBA,01/18/2017 - 05/08/2017," This is an introductory course in cost management and control. Managerial accounting is concerned with generating, using, and interpreting financial and other information for use by managers in making decisions. These decisions include planning and control, budgeting, resource allocation, cost measurement, pricing, and performance evaluation. Financial accounting is externally oriented and governed by fundamental concepts of generally accepted accounting principles (GAAP). In contrast, managerial accounting is internally oriented and very context driven. Some students find it more intuitively accessible than financial accounting, but it is no less rigorous. ", GSM 421 - Managerial Accounting ,49,01,Open,Tuesday,06:00PM-09:00PM,3.00,No,Ms. Susan W. Hass,N/A
