description,title,prerequisites,schedule_type,levels,link,department
"This course serves as a comprehensive treatment of microcontroller fundamentals. The following topics will be covered: microcontroller architecture, assembly language programming, and their role in embedded systems. The course will focus on the Microchip PIC16F and PIC18F microcontroller families. We will use these in order to understand their architectures, CPUs, registers, addressing modes, parallel and serial I/O ad well as the role they play in today's technology.Laboratory work is hands-on using the Microchip PICkit sets and the PIC18F simulator.",CTE 210 - Microcomputers,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=CTE&crse_numb_in=210,Computer & Engineering Tech
"This course serves as a study of traditional logic design as well as newer techniques utilizing MSI and LSI. Both combinational logic and sequential logic, including registers and counters will be covered. Also included is an introduction to memory and programmed logic.",CTE 220 - Digital Electronics,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=CTE&crse_numb_in=220,Computer & Engineering Tech
"Types and characteristics of electronic systems such as amplitude modulation, frequency modulation and single-side-band will be covered. Also, receivers, transmitters and their system components including phase locked loops, tuned amplifiers, modulators and demodulators and an introduction to fiber optics.",CTE 221 - Electronic Communication Systems,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=CTE&crse_numb_in=221,Computer & Engineering Tech
"This course is a study of digital communication techniques including modulation methods, modems and local area networks.",CTE 222 - Digital Communications,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=CTE&crse_numb_in=222,Computer & Engineering Tech
"This course will provide students with the knowledge of why, where and how they would deploy an embedded system, utilizing industry standard microprocessors. The course covers the architectures of various PICs and microcontrollers, CPUs, registers, addressing modes, parallel and serial I/O. Laboratory work is hands-on based on real world applications.",CTE 241 - Embedded Systems I,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=CTE&crse_numb_in=241,Computer & Engineering Tech
"This course provides students with an overview of the core aspects of Information Technology including computer hardware, computer networks, operating systems, application software, information security, interactive media and programming.The focus of this course is to define how each IT area relates to and interacts with each other.Upon completion of this course students will have the knowledge necessary for further study in IT as well as understanding the impact of technology in society and organizations of all types.",CTN 110 - Introduction to Information Technology,,"Accelerated,",Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=CTN&crse_numb_in=110,Computer Information Sciences
"This course provides students with an in-depth technical understanding of hardware and software concepts relating to computer systems.Topics include installation and troubleshooting of current versions of Microsoft workstation operating systems.Hardware topics include installation and troubleshooting of hard drives, memory, network cards and video cards.Additional topics include overviews of current PC technology as well as discussion of laptops, desktops, motherboards, power supplies, and wireless network systems.",CTN 120 - Computer Systems Management,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=CTN&crse_numb_in=120,Computer Information Sciences
"This course explores the fundamentals of network topologies, network administration, information security and data communications. The course uses a project-based approach to learning networking skills to prepare students for employment in Information Technology and Networks.The student will learn the basics of how to design, install, maintain and troubleshoot networks.",CTN 201 - Computer Networks I,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=CTN&crse_numb_in=201,Computer Information Sciences
"A continuation of CTN 201, this course emphasizes job skills in computer networks. Topics covered include the configuration and management of email services, collaboration services, network storage, virtualization and network security.",CTN 222 - Computer Networks II,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=CTN&crse_numb_in=222,Computer Information Sciences
"This course introduces the student to the role of the entry-level EKG technician. Classroom and laboratory experiences provide a foundation in basic anatomy and physiology of the heart, medical disease process and basic interpretation of the EKG strip.",CVT 101 - Electrocardiography,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=CVT&crse_numb_in=101,Health
"This course builds on the knowledge and skills learned in EKG I. In this course, the student will learn more advanced interpretation of cardiac rhythms and the ability to recognize the presence of a myocardial infarction.Other cardiac diagnostics such as holter monitoring, stress testing, event recorders and telemetry monitoring will be covered. This course will conclude the requirements for the student to perform as an entry-level EKG technician.",CVT 111 - Electrocardiography II,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=CVT&crse_numb_in=111,Health
"Dance Composition is designed to provide students with a broad perspective on movement, choreography and composition, through the study of dance history and various choreographic techniques. Students will have the opportunity to create and perform their individual works in a student performance to be given at the end of the semester.",DAN 101 - Dance Composition,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=DAN&crse_numb_in=101,Dance
"An introductory class in various dance styles and techniques including ballet, jazz dance, modern dance, world dance, along with creative movement. The course will also include an overview of dance history. See Dance Coordinator if you have physical limitations that may prevent you from completing these activities.",DAN 110 - Introduction to Dance,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=DAN&crse_numb_in=110,Dance
"Ballet includes barre and floor movements and combinations for the classical ballet vocabulary, emphasizing proper alignment, strength, speed, endurance and flexibility. The course will include a study of ballet history and the objective criticism of dance. It will also explore connections to music, theater and art. Students will participate in a dance performance.The general principles of dance technique requires proper alignment, center point of balance, opposition balance, transfer of weight, specific rhythm patterns, turns and turning techniques. See Dance coordinator if you have physical limitations that may prevent you from completing these activities.",DAN 121 - Ballet,,Lecture,Undergraduate - Credit,https://ssb.necc.mass.edu:9030/pls/PROD/bwckctlg.p_disp_course_detail?cat_term_in=201701&subj_code_in=DAN&crse_numb_in=121,Dance
