Category,Description,Title,Section,Openings,Id
SOC,"An examination of the behavior of humans in s ocial groups.  Emphasis will be placed on con cepts including culture, society, socializati on, role, personality, institutions and socia l change.",General Sociology,['05'],3 open seats,101
SOC,"An examination of the behavior of humans in s ocial groups.  Emphasis will be placed on con cepts including culture, society, socializati on, role, personality, institutions and socia l change.",General Sociology,['06'],2 open seats,101
SOC,"An examination of the behavior of humans in s ocial groups.  Emphasis will be placed on con cepts including culture, society, socializati on, role, personality, institutions and socia l change.",General Sociology,['61'],1 open seats,101
SOC,"An examination of the behavior of humans in s ocial groups.  Emphasis will be placed on con cepts including culture, society, socializati on, role, personality, institutions and socia l change.",General Sociology,['91'],7 open seats,101
SOC,"An examination of the behavior of humans in s ocial groups.  Emphasis will be placed on con cepts including culture, society, socializati on, role, personality, institutions and socia l change.",General Sociology,['92'],12 open seats,101
SOC,"An examination of the behavior of humans in s ocial groups.  Emphasis will be placed on con cepts including culture, society, socializati on, role, personality, institutions and socia l change.",General Sociology,"['F1', 'A']",4 open seats,101
SOC,"An examination of the behavior of humans in s ocial groups.  Emphasis will be placed on con cepts including culture, society, socializati on, role, personality, institutions and socia l change.",General Sociology,"['ON', '1']",7 open seats,101
SOC,"An examination of the behavior of humans in s ocial groups.  Emphasis will be placed on con cepts including culture, society, socializati on, role, personality, institutions and socia l change.",General Sociology,"['ON', '2']",9 open seats,101
SOC,"An examination of the behavior of humans in s ocial groups.  Emphasis will be placed on con cepts including culture, society, socializati on, role, personality, institutions and socia l change.",General Sociology,"['ON', 'P']",1 open seats,101
SOC,"An examination of the behavior of humans in s ocial groups.  Emphasis will be placed on con cepts including culture, society, socializati on, role, personality, institutions and socia l change.",General Sociology,"['ONP', '2']",18 open seats,101
SOC,"An analysis of the chief areas of social mala djustment.  Consideration is given to selecte d critical problems including race relations,  ethnic discrimination, changing sex role pat terns, family dislocation, an aging populatio n, mental illness, crime, alcoholism and drug  addiction. prerequisite:21-101.",Contemporary Social Problems,['01'],17 open seats,102
SOC,"An analysis of the chief areas of social mala djustment.  Consideration is given to selecte d critical problems including race relations,  ethnic discrimination, changing sex role pat terns, family dislocation, an aging populatio n, mental illness, crime, alcoholism and drug  addiction. prerequisite:21-101.",Contemporary Social Problems,['91'],12 open seats,102
SOC, No Course Description is available for this course.,Interpersonal Communication,['01'],0 open seats,112
SOC, No Course Description is available for this course.,Interpersonal Communication,['02'],11 open seats,112
SOC, No Course Description is available for this course.,Interpersonal Communication,['61'],10 open seats,112
SOC, No Course Description is available for this course.,Interpersonal Communication,['65'],2 open seats,112
SOC, No Course Description is available for this course.,Interpersonal Communication,['91'],18 open seats,112
SOC, No Course Description is available for this course.,Interpersonal Communication,['F1'],14 open seats,112
SOC, No Course Description is available for this course.,Sociology of Medicine,['01'],14 open seats,120
SOC, No Course Description is available for this course.,Aging In America,['61'],6 open seats,140
SOC, No Course Description is available for this course.,Women In Society,"['F5', '2']",20 open seats,150
SOC, No Course Description is available for this course.,"Race, Class, Gender, Social Justice",['01'],24 open seats,155
SOC, No Course Description is available for this course.,"Race, Class, Gender, Social Justice","['PF7', '1']",13 open seats,155
SOC,"A cross  cultural investigation into the prob lems related to courtship, marriage and famil y development.  The family is considered as a  social institution with particular attention  given to the changing pattern of American li fe.  Special topics such as mixed marriages, criteria for marital success, husband-wife an d parent-child relationships, crisis conflict s and types of dissolution are discussed,  Pr erequisite:21-101.",Sociology Of The Family,"['F5', '3']",19 open seats,203
